seed,credit_mode,allocator_arm,config_id,cost_bps,n_days,gross_annualized_return,net_annualized_return,net_sharpe,compounded_net_return,max_drawdown,excess_annualized_return,excess_information_ratio,turnover,annualized_cost_drag,positive_day_ratio
2026073003,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,30.0,501,0.06934747857585867,0.0065738244221208685,0.030509347537797875,-0.03246269140102853,-0.24117823040202035,-0.21725332033909006,-1.3127363466208066,0.08303392678499222,0.06277364864945412,0.499001996007984
2026073003,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,50.0,501,0.06934747857585867,-0.03527527760532569,-0.16327782459552073,-0.10994046755370979,-0.2503400797659854,-0.2591024223665367,-1.5616651537375825,0.08303392678499222,0.1046227477490902,0.49101796407185627
2026073004,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,0.0,501,0.0811289882172404,0.0811289882172404,0.7789215174190203,0.16242300398507514,-0.12903346338974175,-0.14269815654397056,-1.177764787132784,0.08542914688587189,0.0,0.5469061876247505
2026073004,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,5.0,501,0.0811289882172404,0.07036491626689997,0.6752553782091613,0.13780627067297968,-0.13164967068784295,-0.15346222849431096,-1.2674172538529098,0.08542914688587189,0.010764072507619857,0.5409181636726547
2026073004,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,10.0,501,0.0811289882172404,0.05960084431655957,0.5714519814509351,0.11369992070918777,-0.13425924350679264,-0.1642263004446514,-1.3567699735881535,0.08542914688587189,0.021528145015239714,0.5349301397205589
2026073004,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,20.0,501,0.0811289882172404,0.03807270041587877,0.36394838879448815,0.06697715334878818,-0.13945854089594367,-0.1857544443453322,-1.5342465958682279,0.08542914688587189,0.04305629003047943,0.5289421157684631
2026073004,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,30.0,501,0.0811289882172404,0.016544556237055936,0.1574279434210694,0.022174297934947074,-0.1446314652561954,-0.207282588524155,-1.7095473568324326,0.08542914688587189,0.06458443504571915,0.5269461077844312
2026073004,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,50.0,501,0.0811289882172404,-0.026511732062033482,-0.24880198519007615,-0.06197759640580869,-0.1548986368554689,-0.2503388768232444,-2.0511783465029443,0.08542914688587189,0.10764072507619858,0.5189620758483033
2026073005,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,0.0,501,0.17066585314202304,0.17066585314202304,1.4129918941876658,0.38365133438478694,-0.0718523734123625,-0.05316129161918785,-0.5133474968483025,0.08443114161491394,0.0,0.5469061876247505
2026073005,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,5.0,501,0.17066585314202304,0.16002752958353694,1.3238957692708941,0.3546815434003163,-0.0729833220070446,-0.06379961517767394,-0.6163850349101022,0.08443114161491394,0.010638323843479158,0.5469061876247505
2026073005,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,10.0,501,0.17066585314202304,0.14938920602505085,1.2345595141781107,0.32630530611159947,-0.07446775358812907,-0.07443793873616002,-0.7192254738930812,0.08443114161491394,0.021276647686958316,0.5469061876247505
2026073005,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,20.0,501,0.17066585314202304,0.1281125589080787,1.055500813057127,0.2712861425286721,-0.07743223467471705,-0.09571458585313218,-0.9238003134262469,0.08443114161491394,0.04255329537391663,0.5389221556886228
2026073005,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,30.0,501,0.17066585314202304,0.10683591130801781,0.876480054499676,0.21850144666522175,-0.08039087910505438,-0.1169912334531931,-1.126060479619705,0.08443114161491394,0.06382994306087494,0.5349301397205589
2026073005,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,50.0,501,0.17066585314202304,0.06428261804025096,0.5211242433059489,0.11928369130329175,-0.10694186507146908,-0.15954452672095998,-1.5198420685485583,0.08443114161491394,0.10638323843479157,0.5269461077844312
2026073006,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,0.0,501,0.17760097556907434,0.17760097556907434,1.582806657340978,0.40564305776583076,-0.11438805633107363,-0.046226169192136575,-0.46301173818065194,0.09441118687391281,0.0,0.5528942115768463
